annealing_time,chain_strength,repeat,ligand,case_name,run_tag,status,sample_log,eval_log,hash_ok,cached_ok,embedding_sha,qubo_sha
800,1.0,1,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at800_cs1p0_r1_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at800_cs1p0_r1_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at800_cs1p0_r1_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
0.5,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at0p5_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at0p5_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at0p5_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at1_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at1_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
2,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at2_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at2_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at2_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
5,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at5_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at5_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at5_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
10,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at10_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at10_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at10_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
20,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at20_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at20_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at20_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
50,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at50_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at50_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at50_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
100,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at100_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at100_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at100_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
200,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at200_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at200_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at200_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
500,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at500_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at500_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at500_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
800,1.0,2,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at800_cs1p0_r2_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at800_cs1p0_r2_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at800_cs1p0_r2_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
0.5,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at0p5_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at0p5_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at0p5_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at1_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at1_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
2,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at2_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at2_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at2_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
5,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at5_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at5_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at5_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
10,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at10_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at10_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at10_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
20,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at20_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at20_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at20_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
50,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at50_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at50_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at50_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
100,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at100_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at100_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at100_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
200,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at200_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at200_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at200_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
500,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at500_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at500_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at500_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
800,1.0,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at800_cs1p0_r3_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at800_cs1p0_r3_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at800_cs1p0_r3_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
0.5,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at0p5_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at0p5_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at0p5_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at1_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at1_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
2,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at2_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at2_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at2_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
5,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at5_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at5_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at5_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
10,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at10_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at10_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at10_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
20,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at20_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at20_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at20_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
50,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at50_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at50_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at50_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
100,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at100_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at100_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at100_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
200,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at200_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at200_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at200_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
500,1.0,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at500_cs1p0_r4_20260408_023341,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at500_cs1p0_r4_20260408_023341_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_3nq9_cs1p0_upto800_r1to10/logs/atsweep_3nq9_at500_cs1p0_r4_20260408_023341_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
